date,supermarket,category,actual_prices,forecasted_prices,min_expected_price,max_expected_price
2024-04-06,Tesco,food_cupboard,2.0800742968335397,2.1820998210783533,2.1447252335174003,2.2194744086393063
2024-04-07,Tesco,food_cupboard,2.075328493005135,2.1824218456981064,2.1450232358981403,2.2198204554980725
2024-04-08,Tesco,food_cupboard,2.0886789445723393,2.1826849775016375,2.145270337113926,2.220099617889349
2024-04-09,Tesco,food_cupboard,2.0762185618136733,2.1828999869816044,2.1454746471098183,2.2203253268533905
2024-04-10,Tesco,food_cupboard,2.0875437047501326,2.183075674891067,2.145643192887696,2.2205081568944385
2024-04-11,Tesco,food_cupboard,2.087061109148711,2.183219232475301,2.1457819825702806,2.2206564823803214
2024-04-12,Tesco,food_cupboard,2.08993993993994,2.1833365358233463,2.145896102822579,2.2207769688241137
2024-04-13,Tesco,food_cupboard,2.106243532889874,2.183432386387676,2.1459898282473864,2.2208749445279654
2024-03-25,Tesco,health_products,7.330046583850931,7.311524523728266,7.132474237901908,7.490574809554623
2024-03-26,Tesco,health_products,7.335781057810578,7.315761373383408,7.132036596910282,7.4994861498565335
2024-03-27,Tesco,health_products,7.228957468879668,7.31999822303855,7.131714973317021,7.508281472760079
2024-03-28,Tesco,health_products,7.120334975369459,7.324235072693693,7.131501134941932,7.516969010445453
2024-03-29,Tesco,health_products,7.226627488606381,7.328471922348835,7.131387779412628,7.525556065285042
2024-03-30,Tesco,health_products,7.333060170633139,7.332708772003977,7.131368393459337,7.534049150548618
2024-03-31,Tesco,health_products,7.584275741710297,7.33694562165912,7.131437138456847,7.542454104861393
2024-04-01,Tesco,health_products,7.287272928666371,7.341182471314262,7.131588756466468,7.550776186162056
2024-04-02,Tesco,health_products,7.3018183831672205,7.3454193209694045,7.131818492461418,7.559020149477391
2024-04-03,Tesco,health_products,7.278893756845564,7.349656170624547,7.132122029453791,7.5671903117953025
2024-04-04,Tesco,health_products,7.291889108042954,7.353893020279689,7.132495433999943,7.575290606559435
2024-04-05,Tesco,health_products,7.298356890459364,7.358129869934832,7.1329351101243565,7.583324629745307
2024-04-06,Tesco,health_products,7.252260620735196,7.362366719589974,7.13343776012504,7.591295679054908
2024-04-07,Tesco,health_products,7.262799381352187,7.366603569245116,7.134000351044471,7.599206787445762
2024-04-08,Tesco,health_products,7.266772123893805,7.370840418900259,7.134620085836196,7.607060751964322
2024-04-09,Tesco,health_products,7.285050884955752,7.375077268555401,7.135294378447503,7.6148601586633
2024-04-10,Tesco,health_products,7.275337237041857,7.3793141182105435,7.136020832187077,7.62260740423401
2024-04-11,Tesco,health_products,7.269757102580785,7.383550967865686,7.136797220863343,7.6303047148680285
