date,supermarket,brand_type,actual_prices,forecasted_prices,min_expected_price,max_expected_price
2024-04-12,Morrisons,Own Brand: True,2.705960010253781,3.2208621989011976,1.935304099612272,4.506420298190124
2024-04-13,Morrisons,Own Brand: True,2.701575148234081,3.2237208392547636,1.9233184002732466,4.524123278236281
2024-03-25,Sains,Own Brand: False,6.15650264813725,6.1834217458560445,6.073988925640013,6.2928545660720765
2024-03-26,Sains,Own Brand: False,6.150680402055761,6.185559009133145,6.0749183305158585,6.296199687750432
2024-03-27,Sains,Own Brand: False,6.150277234032868,6.187696272410246,6.075860779880578,6.299531764939914
2024-03-28,Sains,Own Brand: False,6.152682648401827,6.189833535687347,6.076815860017509,6.3028512113571855
2024-03-29,Sains,Own Brand: False,6.186728751192477,6.191970798964448,6.077783178627249,6.306158419301647
2024-03-30,Sains,Own Brand: False,6.190406467142013,6.194108062241549,6.07876236330686,6.309453761176237
2024-03-31,Sains,Own Brand: False,6.1655431207747124,6.19624532551865,6.079753060165145,6.312737590872154
2024-04-01,Sains,Own Brand: False,6.17741423474522,6.19838258879575,6.080754932559427,6.316010245032074
2024-04-02,Sains,Own Brand: False,6.179109892620517,6.200519852072851,6.0817676599410415,6.319272044204661
2024-04-03,Sains,Own Brand: False,6.179348947632744,6.202657115349952,6.082790936798328,6.322523293901576
2024-04-04,Sains,Own Brand: False,6.1701518477863155,6.204794378627053,6.0838244716872305,6.325764285566875
2024-04-05,Sains,Own Brand: False,6.1280287908752245,6.206931641904154,6.084867986340801,6.3289952974675066
2024-04-06,Sains,Own Brand: False,6.12877899990757,6.209068905181255,6.085921214849895,6.332216595512614
2024-04-07,Sains,Own Brand: False,6.129868993611702,6.2112061684583555,6.086983902908222,6.335428434008489
2024-04-08,Sains,Own Brand: False,6.130834875971861,6.213343431735456,6.0880558071156745,6.338631056355238
2024-04-09,Sains,Own Brand: False,5.987147055989207,6.215480695012557,6.08913669433454,6.341824695690574
2024-04-10,Sains,Own Brand: False,6.136642507617026,6.217617958289658,6.09022634109376,6.345009575485556
2024-04-11,Sains,Own Brand: False,6.122779112221369,6.219755221566759,6.09132453303693,6.348185910096587
2024-04-12,Sains,Own Brand: False,6.137803427934413,6.22189248484386,6.0924310644101825,6.351353905277537
2024-04-13,Sains,Own Brand: False,6.136466614224237,6.2240297481209605,6.093545737586471,6.35451375865545
2024-03-25,Sains,Own Brand: True,3.357549214100412,3.3750470656537193,3.2971244467409297,3.4529696845665088
2024-03-26,Sains,Own Brand: True,3.3432620732082436,3.3750470656537193,3.293690184530365,3.4564039467770735
2024-03-27,Sains,Own Brand: True,3.3475822317860433,3.3750470656537193,3.290395133165374,3.4596989981420645
2024-03-28,Sains,Own Brand: True,3.3591671788567914,3.3750470656537193,3.287223622075691,3.4628705092317476
2024-03-29,Sains,Own Brand: True,3.3644730354391372,3.3750470656537193,3.284162717112318,3.4659314141951203
2024-03-30,Sains,Own Brand: True,3.3489818796068795,3.3750470656537193,3.281201594917585,3.4688925363898537
2024-03-31,Sains,Own Brand: True,3.3366708210001557,3.3750470656537193,3.278331090005544,3.4717630413018945
2024-04-01,Sains,Own Brand: True,3.3418481487267613,3.3750470656537193,3.2755433596248973,3.4745507716825412
2024-04-02,Sains,Own Brand: True,3.358030845926157,3.3750470656537193,3.2728316310004244,3.477262500307014
2024-04-03,Sains,Own Brand: True,3.378186488169365,3.3750470656537193,3.2701900074780594,3.479904123829379
2024-04-04,Sains,Own Brand: True,3.3737129876233745,3.3750470656537193,3.267613317617334,3.4824808136901044
2024-04-05,Sains,Own Brand: True,3.3650015787811807,3.3750470656537193,3.2650969961447043,3.4849971351627342
2024-04-06,Sains,Own Brand: True,3.367154419933344,3.3750470656537193,3.2626369889126683,3.4874571423947702
2024-04-07,Sains,Own Brand: True,3.375188888888889,3.3750470656537193,3.260229676200637,3.4898644551068014
2024-04-08,Sains,Own Brand: True,3.372903840050778,3.3750470656537193,3.2578718102082433,3.492222321099195
2024-04-09,Sains,Own Brand: True,3.126393878908849,3.3750470656537193,3.255560463657494,3.4945336676499443
2024-04-10,Sains,Own Brand: True,3.357486647816525,3.3750470656537193,3.2532929871820064,3.496801144125432
2024-04-11,Sains,Own Brand: True,3.3691030166880616,3.3750470656537193,3.251066973734138,3.4990271575733005
2024-04-12,Sains,Own Brand: True,3.355906441959364,3.3750470656537193,3.248880228647002,3.5012139026604365
2024-04-13,Sains,Own Brand: True,3.3564606741573035,3.3750470656537193,3.2467307442905686,3.50336338701687
2024-03-25,Tesco,Own Brand: False,5.841914048010174,5.759881349326946,5.37141229943419,6.148350399219702
2024-03-26,Tesco,Own Brand: False,5.889588767477382,5.759881349326946,5.37141229943419,6.148350399219702
2024-03-27,Tesco,Own Brand: False,5.781381448122588,5.759881349326946,5.37141229943419,6.148350399219702
2024-03-28,Tesco,Own Brand: False,5.703259977194983,5.759881349326946,5.37141229943419,6.148350399219702
2024-03-29,Tesco,Own Brand: False,5.79387875220718,5.759881349326946,5.37141229943419,6.148350399219702
2024-03-30,Tesco,Own Brand: False,5.80821052631579,5.759881349326946,5.37141229943419,6.148350399219702
2024-03-31,Tesco,Own Brand: False,5.888374467588541,5.759881349326946,5.37141229943419,6.148350399219702
2024-04-01,Tesco,Own Brand: False,5.848034666666666,5.759881349326946,5.37141229943419,6.148350399219702
2024-04-02,Tesco,Own Brand: False,5.849150490614335,5.759881349326946,5.37141229943419,6.148350399219702
2024-04-03,Tesco,Own Brand: False,5.846914282675742,5.759881349326946,5.37141229943419,6.148350399219702
2024-04-04,Tesco,Own Brand: False,5.841726979766496,5.759881349326946,5.37141229943419,6.148350399219702
2024-04-05,Tesco,Own Brand: False,5.838732976524827,5.759881349326946,5.37141229943419,6.148350399219702
2024-04-06,Tesco,Own Brand: False,5.843705387828478,5.759881349326946,5.37141229943419,6.148350399219702
2024-04-07,Tesco,Own Brand: False,5.805367429055485,5.759881349326946,5.37141229943419,6.148350399219702
2024-04-08,Tesco,Own Brand: False,5.8352549455199405,5.759881349326946,5.37141229943419,6.148350399219702
2024-04-09,Tesco,Own Brand: False,5.827205267890199,5.759881349326946,5.37141229943419,6.148350399219702
2024-04-10,Tesco,Own Brand: False,5.843210357349613,5.759881349326946,5.37141229943419,6.148350399219702
2024-04-11,Tesco,Own Brand: False,5.838926973095351,5.759881349326946,5.37141229943419,6.148350399219702
2024-04-12,Tesco,Own Brand: False,5.8373150641533345,5.759881349326946,5.37141229943419,6.148350399219702
2024-04-13,Tesco,Own Brand: False,5.832078887088665,5.759881349326946,5.37141229943419,6.148350399219702
2024-03-25,Tesco,Own Brand: True,4.057074085182963,4.008709567861731,3.745063759742837,4.272355375980624
2024-03-26,Tesco,Own Brand: True,4.1174850597609565,4.008709567861731,3.7330339477035124,4.284385188019949
2024-03-27,Tesco,Own Brand: True,3.875685990338164,4.008709567861731,3.7215075780347586,4.295911557688703
2024-03-28,Tesco,Own Brand: True,3.9377181528662417,4.008709567861731,3.710426282424001,4.306992853299461
2024-03-29,Tesco,Own Brand: True,3.9955423838908737,4.008709567861731,3.6997421686389647,4.3176769670844966
2024-03-30,Tesco,Own Brand: True,4.017236273904997,4.008709567861731,3.6894153631015536,4.328003772621908
2024-03-31,Tesco,Own Brand: True,4.067113801452785,4.008709567861731,3.6794122484004452,4.338006887323016
2024-04-01,Tesco,Own Brand: True,4.032963073257892,4.008709567861731,3.6697041696519945,4.347714966071467
2024-04-02,Tesco,Own Brand: True,4.0356685527099465,4.008709567861731,3.660266465725534,4.357152669997927
2024-04-03,Tesco,Own Brand: True,4.008656873032529,4.008709567861731,3.651077730859976,4.366341404863485
2024-04-04,Tesco,Own Brand: True,4.127592455072033,4.008709567861731,3.642119243046408,4.375299892677053
2024-04-05,Tesco,Own Brand: True,4.177160237388724,4.008709567861731,3.633374515329786,4.384044620393675
2024-04-06,Tesco,Own Brand: True,4.03834440017707,4.008709567861731,3.6248289391890776,4.392590196534384
2024-04-07,Tesco,Own Brand: True,4.063857588821168,4.008709567861731,3.6164694979032097,4.4009496378202515
2024-04-08,Tesco,Own Brand: True,4.060060785767235,4.008709567861731,3.6082845338141336,4.409134601909328
2024-04-09,Tesco,Own Brand: True,4.062128984432913,4.008709567861731,3.6002635575948005,4.417155578128661
2024-04-10,Tesco,Own Brand: True,4.056029389936174,4.008709567861731,3.5923970906118563,4.425022045111605
2024-04-11,Tesco,Own Brand: True,4.06163922266726,4.008709567861731,3.5846765336239708,4.4327426020994904
2024-04-12,Tesco,Own Brand: True,4.066655274888559,4.008709567861731,3.577094056629992,4.440325079093469
2024-04-13,Tesco,Own Brand: True,4.0569993904297466,4.008709567861731,3.569642505846383,4.447776629877078
